amp_id,species,mic_ug_per_ml,n_measurements
413,escherichia coli,22.55,4
413,klebsiella pneumoniae,50.0,1
413,pseudomonas aeruginosa,100.0,1
414,staphylococcus aureus,32.5,6
414,staphylococcus epidermidis,2.5,2
414,pseudomonas aeruginosa,60.0,9
414,escherichia coli,20.5,2
414,klebsiella pneumoniae,192.0,1
418,staphylococcus aureus,4.0,1
418,staphylococcus epidermidis,2.0,1
418,escherichia coli,16.0,1
418,pseudomonas aeruginosa,4.0,1
419,bacillus subtilis,4.55,2
419,escherichia coli,13.233333333333334,3
419,pseudomonas aeruginosa,35.0,1
421,bacillus subtilis,2.0,1
421,escherichia coli,8.0,1
422,bacillus subtilis,2.0,1
422,escherichia coli,8.0,1
423,staphylococcus epidermidis,100.0,1
423,escherichia coli,100.0,2
423,staphylococcus aureus,100.0,1
424,staphylococcus aureus,8.11875,16
424,escherichia coli,131.25,4
424,pseudomonas aeruginosa,304.0,3
424,klebsiella pneumoniae,200.0,1
424,bacillus subtilis,25.0,1
424,staphylococcus epidermidis,3.0,1
425,bacillus subtilis,2.0,1
425,escherichia coli,8.0,1
426,bacillus subtilis,100.0,1
426,escherichia coli,100.0,1
427,bacillus subtilis,100.0,1
427,escherichia coli,100.0,1
428,bacillus subtilis,100.0,1
428,escherichia coli,100.0,1
429,bacillus subtilis,25.0,1
429,escherichia coli,25.0,1
430,bacillus subtilis,25.0,1
430,escherichia coli,100.0,1
431,bacillus subtilis,3.0,1
431,escherichia coli,6.0,1
432,bacillus subtilis,25.0,1
432,escherichia coli,100.0,1
433,bacillus subtilis,6.0,1
433,escherichia coli,12.0,1
434,bacillus subtilis,31.0,1
434,escherichia coli,125.0,1
435,bacillus subtilis,4.0,1
435,escherichia coli,4.0,1
436,bacillus subtilis,31.0,1
436,escherichia coli,125.0,1
437,bacillus subtilis,1.6,1
437,escherichia coli,17.5,3
437,pseudomonas aeruginosa,51.714285714285715,7
437,klebsiella pneumoniae,96.0,2
437,staphylococcus aureus,8.0,2
446,escherichia coli,32.0,1
446,pseudomonas aeruginosa,32.0,1
446,staphylococcus aureus,32.0,1
449,escherichia coli,2.0,1
449,pseudomonas aeruginosa,16.0,1
449,staphylococcus aureus,16.0,1
450,escherichia coli,1.0,1
450,pseudomonas aeruginosa,1.0,1
450,staphylococcus aureus,4.0,1
451,escherichia coli,1.0,1
451,pseudomonas aeruginosa,2.0,1
451,staphylococcus aureus,3.0,1
453,bacillus subtilis,2.5,2
453,escherichia coli,1.9000000000000001,3
453,pseudomonas aeruginosa,4.1,1
454,bacillus subtilis,1.0333333333333334,3
454,escherichia coli,2.05,4
454,pseudomonas aeruginosa,6.7,1
454,staphylococcus aureus,1.5,1
455,escherichia coli,32.0,1
455,pseudomonas aeruginosa,32.0,1
455,staphylococcus aureus,32.0,1
456,escherichia coli,0.5,1
456,pseudomonas aeruginosa,1.0,1
456,staphylococcus aureus,2.0,1
457,escherichia coli,1.0,1
457,pseudomonas aeruginosa,1.0,1
457,staphylococcus aureus,4.0,1
458,escherichia coli,3.0,1
458,pseudomonas aeruginosa,2.0,1
458,staphylococcus aureus,32.0,1
459,escherichia coli,6.0,1
459,pseudomonas aeruginosa,6.0,1
459,staphylococcus aureus,32.0,1
460,escherichia coli,2.0,1
460,pseudomonas aeruginosa,2.0,1
460,staphylococcus aureus,32.0,1
461,escherichia coli,8.0,1
461,pseudomonas aeruginosa,1.0,1
461,staphylococcus aureus,32.0,1
462,escherichia coli,0.75,1
462,pseudomonas aeruginosa,1.0,1
462,staphylococcus aureus,2.0,1
463,escherichia coli,1.0,1
463,pseudomonas aeruginosa,1.0,1
463,staphylococcus aureus,16.0,1
464,escherichia coli,0.5,1
464,pseudomonas aeruginosa,1.0,1
464,staphylococcus aureus,1.0,1
465,bacillus subtilis,8.6,2
465,escherichia coli,43.3,5
465,pseudomonas aeruginosa,40.0,1
465,staphylococcus aureus,92.0,2
466,escherichia coli,1.0,1
466,pseudomonas aeruginosa,1.0,1
466,staphylococcus aureus,16.0,1
467,escherichia coli,1.0,1
467,pseudomonas aeruginosa,1.0,1
467,staphylococcus aureus,16.0,1
468,escherichia coli,16.0,1
468,pseudomonas aeruginosa,4.0,1
468,staphylococcus aureus,32.0,1
469,escherichia coli,32.0,1
469,pseudomonas aeruginosa,32.0,1
469,staphylococcus aureus,32.0,1
470,escherichia coli,1.0,1
470,pseudomonas aeruginosa,1.0,1
470,staphylococcus aureus,4.0,1
471,escherichia coli,1.0,1
471,pseudomonas aeruginosa,1.0,1
471,staphylococcus aureus,4.0,1
472,bacillus subtilis,2.9,1
472,escherichia coli,25.5,2
472,pseudomonas aeruginosa,45.0,1
476,bacillus subtilis,1.1,1
476,escherichia coli,4.4,2
476,pseudomonas aeruginosa,35.0,1
479,staphylococcus aureus,100.0,1
479,escherichia coli,29.32222222222222,9
479,klebsiella pneumoniae,36.0,2
479,bacillus subtilis,125.0,1
480,bacillus subtilis,1.7666666666666666,3
480,escherichia coli,2.475,4
480,pseudomonas aeruginosa,18.0,1
480,staphylococcus aureus,0.7,1
481,escherichia coli,5.0,2
481,klebsiella pneumoniae,8.0,1
482,bacillus subtilis,67.0,2
482,escherichia coli,132.0,3
482,pseudomonas aeruginosa,70.0,1
483,bacillus subtilis,163.0,2
483,escherichia coli,132.0,3
483,pseudomonas aeruginosa,70.0,1
484,escherichia coli,14.26,10
484,pseudomonas aeruginosa,59.660000000000004,5
484,staphylococcus aureus,170.66666666666666,3
485,escherichia coli,1.6,5
485,pseudomonas aeruginosa,128.0,1
485,staphylococcus aureus,128.0,2
485,staphylococcus epidermidis,128.0,1
485,bacillus subtilis,1.0,1
486,staphylococcus aureus,32.333333333333336,3
486,escherichia coli,0.5,1
487,escherichia coli,1.17,2
487,pseudomonas aeruginosa,3.13,1
487,bacillus subtilis,6.25,1
487,staphylococcus aureus,100.0,1
488,escherichia coli,2.0,3
488,pseudomonas aeruginosa,9.1,2
488,staphylococcus epidermidis,33.3,1
488,staphylococcus aureus,100.0,1
488,bacillus subtilis,50.0,1
502,staphylococcus aureus,25.0,1
502,escherichia coli,189.6975,4
502,klebsiella pneumoniae,343.68,1
505,escherichia coli,12.5,1
505,staphylococcus aureus,25.0,1
505,pseudomonas aeruginosa,12.5,1
507,escherichia coli,0.39,1
507,staphylococcus aureus,12.5,1
507,pseudomonas aeruginosa,12.5,1
511,staphylococcus aureus,50.0,1
511,escherichia coli,50.0,1
512,escherichia coli,6.25,1
512,staphylococcus aureus,25.0,1
512,pseudomonas aeruginosa,12.5,1
513,staphylococcus aureus,50.0,1
513,escherichia coli,50.0,1
515,staphylococcus aureus,25.0,1
515,pseudomonas aeruginosa,12.5,1
515,escherichia coli,3.125,1
516,staphylococcus aureus,50.0,1
516,escherichia coli,41.0,2
517,escherichia coli,5.0,1
517,pseudomonas aeruginosa,20.0,1
517,bacillus subtilis,10.0,1
517,staphylococcus epidermidis,5.0,1
517,staphylococcus aureus,5.0,1
518,escherichia coli,5.0,1
518,pseudomonas aeruginosa,40.0,1
518,bacillus subtilis,10.0,1
518,staphylococcus epidermidis,5.0,1
518,staphylococcus aureus,5.0,1
519,escherichia coli,5.0,1
519,pseudomonas aeruginosa,20.0,1
519,bacillus subtilis,10.0,1
519,staphylococcus epidermidis,5.0,1
519,staphylococcus aureus,10.0,1
520,escherichia coli,10.0,1
520,pseudomonas aeruginosa,10.0,1
520,bacillus subtilis,10.0,1
520,staphylococcus epidermidis,5.0,1
520,staphylococcus aureus,10.0,1
522,bacillus subtilis,6.3,1
522,staphylococcus aureus,3.1,1
522,staphylococcus epidermidis,12.5,1
522,escherichia coli,12.5,1
522,klebsiella pneumoniae,25.0,1
522,pseudomonas aeruginosa,200.0,1
523,bacillus subtilis,200.0,1
523,staphylococcus aureus,200.0,1
523,staphylococcus epidermidis,200.0,1
523,escherichia coli,200.0,1
523,klebsiella pneumoniae,200.0,1
523,pseudomonas aeruginosa,200.0,1
524,escherichia coli,4.166666666666667,6
524,staphylococcus aureus,3.5714285714285716,7
524,staphylococcus epidermidis,2.3333333333333335,3
524,pseudomonas aeruginosa,3.0,2
524,bacillus subtilis,4.0,1
525,escherichia coli,1.0,4
525,staphylococcus aureus,3.25,4
525,staphylococcus epidermidis,1.0,1
525,pseudomonas aeruginosa,1.0,1
526,bacillus subtilis,200.0,1
526,staphylococcus aureus,200.0,1
526,staphylococcus epidermidis,200.0,1
526,escherichia coli,200.0,1
526,klebsiella pneumoniae,200.0,1
526,pseudomonas aeruginosa,200.0,1
527,bacillus subtilis,200.0,1
527,staphylococcus aureus,200.0,1
527,staphylococcus epidermidis,200.0,1
527,escherichia coli,200.0,1
527,klebsiella pneumoniae,200.0,1
527,pseudomonas aeruginosa,200.0,1
528,bacillus subtilis,12.5,1
528,staphylococcus aureus,51.55,2
528,staphylococcus epidermidis,126.55,2
528,escherichia coli,147.5,2
528,klebsiella pneumoniae,25.0,1
528,pseudomonas aeruginosa,100.0,1
529,bacillus subtilis,200.0,1
529,staphylococcus aureus,200.0,1
529,staphylococcus epidermidis,200.0,1
529,escherichia coli,200.0,1
529,klebsiella pneumoniae,200.0,1
529,pseudomonas aeruginosa,200.0,1
530,bacillus subtilis,200.0,1
530,staphylococcus aureus,200.0,1
530,staphylococcus epidermidis,200.0,1
530,escherichia coli,200.0,1
530,klebsiella pneumoniae,200.0,1
530,pseudomonas aeruginosa,200.0,1
531,bacillus subtilis,200.0,1
531,staphylococcus aureus,200.0,1
531,staphylococcus epidermidis,200.0,1
531,escherichia coli,200.0,1
531,klebsiella pneumoniae,200.0,1
531,pseudomonas aeruginosa,200.0,1
532,bacillus subtilis,200.0,1
532,staphylococcus aureus,200.0,1
532,staphylococcus epidermidis,200.0,1
532,escherichia coli,200.0,1
532,klebsiella pneumoniae,200.0,1
532,pseudomonas aeruginosa,200.0,1
533,bacillus subtilis,200.0,1
533,staphylococcus aureus,200.0,1
533,staphylococcus epidermidis,200.0,1
533,escherichia coli,200.0,1
533,klebsiella pneumoniae,200.0,1
533,pseudomonas aeruginosa,200.0,1
534,bacillus subtilis,12.5,1
534,staphylococcus aureus,3.1,1
534,staphylococcus epidermidis,3.1,1
534,escherichia coli,6.3,1
534,klebsiella pneumoniae,3.1,1
534,pseudomonas aeruginosa,25.0,1
535,bacillus subtilis,25.0,1
535,staphylococcus aureus,3.1,1
535,staphylococcus epidermidis,3.1,1
535,escherichia coli,50.0,1
535,klebsiella pneumoniae,100.0,1
535,pseudomonas aeruginosa,200.0,1
536,bacillus subtilis,25.0,1
536,staphylococcus aureus,12.5,1
536,staphylococcus epidermidis,50.0,1
536,escherichia coli,50.0,1
536,klebsiella pneumoniae,100.0,1
536,pseudomonas aeruginosa,200.0,1
537,bacillus subtilis,6.3,1
537,staphylococcus aureus,1.6,1
537,staphylococcus epidermidis,3.1,1
537,escherichia coli,12.5,1
537,klebsiella pneumoniae,25.0,1
537,pseudomonas aeruginosa,100.0,1
538,bacillus subtilis,100.0,1
538,staphylococcus aureus,100.0,1
538,staphylococcus epidermidis,200.0,1
538,escherichia coli,200.0,1
538,klebsiella pneumoniae,200.0,1
538,pseudomonas aeruginosa,200.0,1
539,bacillus subtilis,50.0,1
539,staphylococcus aureus,25.0,1
539,staphylococcus epidermidis,100.0,1
539,escherichia coli,100.0,1
539,klebsiella pneumoniae,100.0,1
539,pseudomonas aeruginosa,200.0,1
540,bacillus subtilis,12.5,1
540,staphylococcus aureus,12.5,1
540,staphylococcus epidermidis,25.0,1
540,escherichia coli,100.0,1
540,klebsiella pneumoniae,100.0,1
540,pseudomonas aeruginosa,200.0,1
541,bacillus subtilis,30.0,1
541,staphylococcus aureus,30.0,1
541,escherichia coli,40.0,1
542,bacillus subtilis,200.0,1
542,staphylococcus aureus,200.0,1
542,staphylococcus epidermidis,200.0,1
542,escherichia coli,200.0,1
542,klebsiella pneumoniae,200.0,1
542,pseudomonas aeruginosa,200.0,1
543,bacillus subtilis,20.0,1
543,staphylococcus aureus,40.0,1
543,escherichia coli,50.0,1
544,bacillus subtilis,200.0,1
544,staphylococcus aureus,100.0,1
544,staphylococcus epidermidis,200.0,1
544,escherichia coli,200.0,1
544,klebsiella pneumoniae,100.0,1
544,pseudomonas aeruginosa,200.0,1
545,bacillus subtilis,200.0,1
545,staphylococcus aureus,200.0,1
545,staphylococcus epidermidis,200.0,1
545,escherichia coli,200.0,1
545,klebsiella pneumoniae,200.0,1
545,pseudomonas aeruginosa,200.0,1
546,bacillus subtilis,12.5,1
546,staphylococcus aureus,12.5,1
546,staphylococcus epidermidis,25.0,1
546,escherichia coli,25.0,1
546,klebsiella pneumoniae,12.5,1
546,pseudomonas aeruginosa,200.0,1
547,bacillus subtilis,200.0,1
547,staphylococcus aureus,200.0,1
547,staphylococcus epidermidis,200.0,1
547,escherichia coli,200.0,1
547,klebsiella pneumoniae,200.0,1
547,pseudomonas aeruginosa,200.0,1
548,bacillus subtilis,30.0,1
548,staphylococcus aureus,30.0,1
548,escherichia coli,40.0,1
549,staphylococcus aureus,50.0,1
549,escherichia coli,60.0,1
550,escherichia coli,18.5,1
550,klebsiella pneumoniae,18.5,1
550,staphylococcus aureus,37.5,1
550,pseudomonas aeruginosa,37.5,1
551,staphylococcus aureus,1.3,1
551,pseudomonas aeruginosa,3.65,2
551,escherichia coli,2.45,2
552,staphylococcus aureus,3.0,3
552,pseudomonas aeruginosa,8.1,2
552,escherichia coli,4.325,4
553,staphylococcus aureus,100.0,1
553,pseudomonas aeruginosa,100.0,1
553,escherichia coli,10.0,1
554,bacillus subtilis,25.0,1
554,staphylococcus aureus,12.5,1
554,staphylococcus epidermidis,50.0,1
554,escherichia coli,100.0,1
554,klebsiella pneumoniae,50.0,1
554,pseudomonas aeruginosa,200.0,1
555,bacillus subtilis,200.0,1
555,staphylococcus aureus,200.0,1
555,staphylococcus epidermidis,200.0,1
555,escherichia coli,200.0,1
555,klebsiella pneumoniae,200.0,1
555,pseudomonas aeruginosa,200.0,1
556,bacillus subtilis,50.0,1
556,staphylococcus aureus,25.0,1
556,staphylococcus epidermidis,50.0,1
556,escherichia coli,200.0,1
556,klebsiella pneumoniae,100.0,1
556,pseudomonas aeruginosa,200.0,1
557,bacillus subtilis,100.0,1
557,staphylococcus aureus,200.0,1
557,staphylococcus epidermidis,200.0,1
557,escherichia coli,200.0,1
557,klebsiella pneumoniae,200.0,1
557,pseudomonas aeruginosa,200.0,1
558,bacillus subtilis,12.5,1
558,staphylococcus aureus,12.5,1
558,staphylococcus epidermidis,50.0,1
558,escherichia coli,100.0,1
558,klebsiella pneumoniae,100.0,1
558,pseudomonas aeruginosa,200.0,1
559,bacillus subtilis,25.0,1
559,staphylococcus aureus,25.0,1
559,staphylococcus epidermidis,100.0,1
559,escherichia coli,100.0,1
559,klebsiella pneumoniae,200.0,1
559,pseudomonas aeruginosa,200.0,1
560,bacillus subtilis,100.0,1
560,staphylococcus aureus,200.0,1
560,staphylococcus epidermidis,200.0,1
560,escherichia coli,200.0,1
560,klebsiella pneumoniae,200.0,1
560,pseudomonas aeruginosa,200.0,1
561,bacillus subtilis,25.0,1
561,staphylococcus aureus,50.0,1
561,staphylococcus epidermidis,100.0,1
561,escherichia coli,100.0,1
561,klebsiella pneumoniae,100.0,1
561,pseudomonas aeruginosa,200.0,1
562,bacillus subtilis,3.2,1
562,staphylococcus aureus,3.2,1
562,staphylococcus epidermidis,6.3,1
562,escherichia coli,12.5,1
562,klebsiella pneumoniae,12.5,1
562,pseudomonas aeruginosa,50.0,1
563,escherichia coli,2.435769230769231,13
563,bacillus subtilis,4.3575,4
563,staphylococcus aureus,7.4,8
563,pseudomonas aeruginosa,8.84,5
563,staphylococcus epidermidis,16.0,1
563,klebsiella pneumoniae,2.9,4
566,escherichia coli,2.2,1
567,escherichia coli,0.27,2
567,pseudomonas aeruginosa,0.245,2
567,bacillus subtilis,0.215,2
567,staphylococcus aureus,0.365,2
572,escherichia coli,23.5,1
572,klebsiella pneumoniae,93.5,1
572,pseudomonas aeruginosa,187.5,1
572,staphylococcus aureus,375.0,1
574,escherichia coli,2.1,1
580,escherichia coli,64.0,1
580,staphylococcus aureus,256.0,1
580,pseudomonas aeruginosa,128.0,1
581,escherichia coli,8.0,5
581,staphylococcus aureus,9.333333333333334,3
581,pseudomonas aeruginosa,48.0,2
581,staphylococcus epidermidis,2.0,1
581,bacillus subtilis,3.5,2
582,escherichia coli,8.0,1
582,staphylococcus aureus,16.0,1
582,pseudomonas aeruginosa,128.0,1
583,escherichia coli,12.0,2
583,staphylococcus aureus,8.0,2
583,pseudomonas aeruginosa,24.0,2
583,staphylococcus epidermidis,16.0,1
584,bacillus subtilis,2.25,1
584,staphylococcus aureus,22.5,1
584,escherichia coli,15.0,3
585,klebsiella pneumoniae,2.5,1
585,pseudomonas aeruginosa,2.5,1
585,staphylococcus aureus,2.5,1
588,escherichia coli,24.166666666666668,3
589,escherichia coli,7.125,2
589,staphylococcus aureus,14.25,2
589,pseudomonas aeruginosa,32.0,2
590,escherichia coli,50.0,1
590,staphylococcus aureus,12.5,1
591,escherichia coli,100.0,1
591,staphylococcus aureus,25.0,1
592,escherichia coli,50.0,1
592,staphylococcus aureus,100.0,1
593,escherichia coli,25.0,1
593,staphylococcus aureus,100.0,1
594,escherichia coli,12.5,1
594,staphylococcus aureus,6.25,1
595,escherichia coli,12.5,1
595,staphylococcus aureus,100.0,1
596,escherichia coli,12.0,2
596,pseudomonas aeruginosa,2.0,4
596,staphylococcus aureus,1.3942666666666668,6
596,staphylococcus epidermidis,50.0,1
596,bacillus subtilis,12.5,1
597,escherichia coli,11.0,5
597,pseudomonas aeruginosa,2.0,1
597,staphylococcus aureus,32.016333333333336,3
597,staphylococcus epidermidis,25.0,1
597,bacillus subtilis,1.56,1
598,escherichia coli,2.0,1
598,pseudomonas aeruginosa,32.0,1
598,staphylococcus aureus,32.0,1
599,escherichia coli,17.0,2
599,staphylococcus aureus,12.125,4
599,pseudomonas aeruginosa,19.125,2
599,staphylococcus epidermidis,32.0,1
600,escherichia coli,4.0,1
600,staphylococcus aureus,4.0,1
601,escherichia coli,8.0,1
601,staphylococcus aureus,16.0,1
602,escherichia coli,8.0,1
602,staphylococcus aureus,4.0,1
603,escherichia coli,4.0,1
603,staphylococcus aureus,4.0,1
604,escherichia coli,2.0,1
604,staphylococcus aureus,4.0,1
605,escherichia coli,29.75,4
605,staphylococcus aureus,28.8,5
605,pseudomonas aeruginosa,64.0,1
606,escherichia coli,57.23333333333333,6
606,staphylococcus aureus,92.66666666666667,3
606,pseudomonas aeruginosa,256.0,1
606,bacillus subtilis,8.0,1
607,escherichia coli,125.0,1
607,staphylococcus aureus,125.0,1
608,staphylococcus aureus,100.0,2
608,escherichia coli,100.0,1
608,pseudomonas aeruginosa,100.0,1
609,staphylococcus aureus,4.2,4
610,staphylococcus aureus,66.7,3
611,staphylococcus aureus,46.96666666666667,3
612,staphylococcus aureus,4.666666666666667,3
612,pseudomonas aeruginosa,96.0,2
612,escherichia coli,64.0,1
612,staphylococcus epidermidis,128.0,1
613,staphylococcus aureus,122.36666666666667,3
614,staphylococcus aureus,3.6,3
621,escherichia coli,246.33333333333334,6
621,pseudomonas aeruginosa,165.23499999999999,10
621,staphylococcus aureus,73.95333333333333,15
621,staphylococcus epidermidis,275.0,3
621,klebsiella pneumoniae,416.6666666666667,3
622,pseudomonas aeruginosa,3.5250000000000004,2
622,staphylococcus aureus,5.233333333333333,3
623,escherichia coli,296.0,5
623,pseudomonas aeruginosa,272.0,5
623,staphylococcus aureus,220.08666666666667,3
631,staphylococcus aureus,39.0625,12
631,escherichia coli,43.75,6
640,escherichia coli,500.0,2
640,pseudomonas aeruginosa,500.0,2
640,staphylococcus aureus,250.095,2
641,escherichia coli,250.775,2
641,pseudomonas aeruginosa,31.85,2
641,staphylococcus aureus,269.5,2
642,escherichia coli,250.205,2
642,pseudomonas aeruginosa,36.75,2
642,staphylococcus aureus,256.75,2
643,staphylococcus aureus,5.357142857142857,7
643,staphylococcus epidermidis,7.5,1
643,escherichia coli,6.25,2
643,klebsiella pneumoniae,3.75,1
643,pseudomonas aeruginosa,7.5,1
644,escherichia coli,13.983333333333334,6
644,staphylococcus aureus,14.680000000000001,5
644,pseudomonas aeruginosa,5.65,2
644,staphylococcus epidermidis,0.5,1
644,bacillus subtilis,6.2,1
648,staphylococcus aureus,29.39736842105263,19
648,bacillus subtilis,4.0,1
648,pseudomonas aeruginosa,30.809375,16
648,escherichia coli,43.14181818181818,11
648,staphylococcus epidermidis,3.6611111111111114,9
648,klebsiella pneumoniae,7.8125,2
649,staphylococcus aureus,23.296071428571427,28
649,bacillus subtilis,4.1575,4
649,pseudomonas aeruginosa,27.8232,25
649,escherichia coli,13.135416666666666,24
649,staphylococcus epidermidis,13.5,3
649,klebsiella pneumoniae,24.0,1
651,staphylococcus aureus,12.0,2
651,escherichia coli,8.0,1
657,escherichia coli,100.0,1
657,staphylococcus aureus,100.0,1
657,staphylococcus epidermidis,100.0,1
658,staphylococcus aureus,13.8,1
658,escherichia coli,6.9,1
659,staphylococcus aureus,1.1,1
659,escherichia coli,4.5,1
660,staphylococcus aureus,2.4,2
660,escherichia coli,6.8,2
660,pseudomonas aeruginosa,16.0,1
660,bacillus subtilis,2.0,1
660,staphylococcus epidermidis,4.0,1
661,staphylococcus aureus,0.6,1
661,escherichia coli,4.8,1
662,staphylococcus aureus,2.0,1
662,escherichia coli,7.8,1
663,staphylococcus aureus,1.9,1
663,escherichia coli,7.6,1
664,escherichia coli,146.0,7
664,staphylococcus aureus,54.3125,8
664,staphylococcus epidermidis,50.0,1
664,klebsiella pneumoniae,16.0,1
664,pseudomonas aeruginosa,218.66666666666666,3
665,escherichia coli,100.0,1
665,staphylococcus aureus,50.0,1
665,staphylococcus epidermidis,50.0,1
666,escherichia coli,100.0,1
666,staphylococcus aureus,100.0,1
666,staphylococcus epidermidis,50.0,1
686,escherichia coli,4.29,10
686,staphylococcus aureus,5.293235294117647,34
686,bacillus subtilis,1.996,5
686,pseudomonas aeruginosa,14.658,25
686,klebsiella pneumoniae,12.0,1
686,staphylococcus epidermidis,1.0,1
694,staphylococcus aureus,35.47071428571429,7
694,staphylococcus epidermidis,7.6,2
694,escherichia coli,4.9479999999999995,10
694,klebsiella pneumoniae,26.45,6
694,pseudomonas aeruginosa,15.458333333333334,3
694,bacillus subtilis,1.4375,2
695,staphylococcus aureus,4.7,1
695,staphylococcus epidermidis,4.7,1
695,escherichia coli,1.19375,4
695,klebsiella pneumoniae,9.375,1
695,pseudomonas aeruginosa,2.375,1
696,escherichia coli,15.0,1
697,escherichia coli,46.5,1
697,pseudomonas aeruginosa,134.3,1
697,staphylococcus aureus,500.0,1
