amp_id,species,mic_ug_per_ml,n_measurements
10962,escherichia coli,120.0,1
10963,escherichia coli,40.0,1
10964,escherichia coli,112.0,1
10965,escherichia coli,140.0,1
10966,escherichia coli,240.0,1
10967,escherichia coli,106.0,1
10968,escherichia coli,30.0,1
10969,staphylococcus aureus,11.333333333333334,6
10969,staphylococcus epidermidis,2.5,1
10969,escherichia coli,128.0,1
10969,pseudomonas aeruginosa,128.0,1
10969,klebsiella pneumoniae,128.0,1
10970,escherichia coli,12.0,3
10970,klebsiella pneumoniae,32.0,1
10970,pseudomonas aeruginosa,32.0,1
10970,staphylococcus aureus,64.0,1
10971,escherichia coli,7.333333333333333,3
10971,klebsiella pneumoniae,32.0,1
10971,pseudomonas aeruginosa,64.0,1
10971,staphylococcus aureus,64.0,1
10972,escherichia coli,17.333333333333332,3
10972,klebsiella pneumoniae,64.0,1
10972,pseudomonas aeruginosa,64.0,1
10972,staphylococcus aureus,64.0,1
10973,escherichia coli,25.25,4
10973,klebsiella pneumoniae,64.0,1
10973,pseudomonas aeruginosa,64.0,1
10973,staphylococcus aureus,64.0,1
10974,escherichia coli,64.0,3
10974,klebsiella pneumoniae,64.0,1
10974,pseudomonas aeruginosa,64.0,1
10974,staphylococcus aureus,64.0,1
10975,escherichia coli,25.333333333333332,3
10975,klebsiella pneumoniae,64.0,1
10975,pseudomonas aeruginosa,64.0,1
10975,staphylococcus aureus,64.0,1
10976,escherichia coli,64.0,3
10976,klebsiella pneumoniae,64.0,1
10976,pseudomonas aeruginosa,64.0,1
10976,staphylococcus aureus,64.0,1
10983,escherichia coli,46.85,5
10983,staphylococcus aureus,35.32,5
10983,pseudomonas aeruginosa,31.65,4
10984,escherichia coli,4.675,2
10984,staphylococcus aureus,3.1,1
10984,pseudomonas aeruginosa,3.65,3
10985,escherichia coli,4.675,2
10985,staphylococcus aureus,4.675,2
10985,pseudomonas aeruginosa,4.675,2
10986,escherichia coli,9.375,2
10986,staphylococcus aureus,10.55,4
10986,pseudomonas aeruginosa,11.450000000000001,3
10987,escherichia coli,8.8,2
10987,pseudomonas aeruginosa,17.6,2
10987,klebsiella pneumoniae,9.6,2
10987,staphylococcus aureus,19.2,2
10987,bacillus subtilis,2.8,2
10987,staphylococcus epidermidis,4.8,2
10989,escherichia coli,5.333333333333333,3
10989,staphylococcus aureus,6.666666666666667,3
10989,staphylococcus epidermidis,4.0,1
10990,escherichia coli,32.0,3
10990,staphylococcus aureus,29.333333333333332,3
10990,staphylococcus epidermidis,16.0,1
10991,escherichia coli,3.3333333333333335,3
10991,staphylococcus aureus,4.0,3
10991,staphylococcus epidermidis,4.0,1
10992,escherichia coli,16.0,3
10992,staphylococcus aureus,5.333333333333333,3
10992,staphylococcus epidermidis,4.0,1
10993,escherichia coli,8.0,4
10993,staphylococcus aureus,4.0,3
10993,staphylococcus epidermidis,4.0,1
10994,escherichia coli,37.333333333333336,3
10994,staphylococcus aureus,64.0,3
10994,staphylococcus epidermidis,64.0,1
10995,escherichia coli,4.0,4
10995,staphylococcus aureus,4.5,4
10995,staphylococcus epidermidis,4.0,1
10995,pseudomonas aeruginosa,16.0,2
10995,klebsiella pneumoniae,32.0,2
10996,escherichia coli,21.333333333333332,6
10996,staphylococcus aureus,19.0,4
10996,staphylococcus epidermidis,4.0,1
10996,pseudomonas aeruginosa,20.0,2
10996,klebsiella pneumoniae,64.0,2
10997,escherichia coli,4.5,4
10997,staphylococcus aureus,9.333333333333334,3
10997,staphylococcus epidermidis,4.0,1
10998,escherichia coli,6.8,5
10998,staphylococcus aureus,6.666666666666667,3
10998,staphylococcus epidermidis,4.0,1
10999,escherichia coli,3.3333333333333335,3
10999,staphylococcus aureus,5.333333333333333,3
10999,staphylococcus epidermidis,4.0,1
11000,escherichia coli,5.5,4
11000,staphylococcus aureus,5.333333333333333,3
11000,staphylococcus epidermidis,4.0,1
11001,escherichia coli,4.5,4
11001,staphylococcus aureus,4.0,3
11001,staphylococcus epidermidis,4.0,1
11002,escherichia coli,18.666666666666668,3
11002,staphylococcus aureus,37.333333333333336,3
11002,staphylococcus epidermidis,16.0,1
11003,escherichia coli,4.5,4
11003,staphylococcus aureus,3.3333333333333335,3
11003,staphylococcus epidermidis,4.0,1
11004,escherichia coli,16.0,4
11004,staphylococcus aureus,5.333333333333333,3
11004,staphylococcus epidermidis,4.0,1
11005,escherichia coli,18.134999999999998,5
11005,staphylococcus aureus,19.05423076923077,13
11005,pseudomonas aeruginosa,20.800625,8
11006,escherichia coli,12.5,1
11006,staphylococcus aureus,35.43333333333333,3
11006,pseudomonas aeruginosa,25.0,2
11007,escherichia coli,3.1,1
11007,staphylococcus aureus,8.866666666666667,3
11007,pseudomonas aeruginosa,2.35,2
11008,escherichia coli,4.378,5
11008,staphylococcus aureus,4.637307692307692,13
11008,pseudomonas aeruginosa,4.86,9
11010,staphylococcus aureus,50.0,1
11015,escherichia coli,6.0,2
11015,pseudomonas aeruginosa,8.25,2
11015,klebsiella pneumoniae,4.666666666666667,3
11015,bacillus subtilis,4.666666666666667,3
11015,staphylococcus aureus,4.666666666666667,3
11016,escherichia coli,13.4,5
11016,pseudomonas aeruginosa,27.2,5
11016,staphylococcus aureus,29.77777777777778,9
11016,bacillus subtilis,1.0,1
11017,escherichia coli,8.0,1
11017,pseudomonas aeruginosa,7.333333333333333,3
11017,klebsiella pneumoniae,6.0,2
11017,bacillus subtilis,7.333333333333333,3
11017,staphylococcus aureus,4.666666666666667,3
11019,bacillus subtilis,7.0,1
11020,bacillus subtilis,7.0,1
11021,bacillus subtilis,3.2,1
11022,staphylococcus aureus,12.0,2
11022,escherichia coli,128.0,1
11022,pseudomonas aeruginosa,512.0,1
11022,klebsiella pneumoniae,256.0,1
11023,staphylococcus aureus,10.0,2
11023,escherichia coli,64.0,1
11023,pseudomonas aeruginosa,512.0,1
11023,klebsiella pneumoniae,256.0,1
11024,staphylococcus aureus,17.0,2
11024,escherichia coli,512.0,1
11024,pseudomonas aeruginosa,512.0,1
11024,klebsiella pneumoniae,512.0,1
11025,staphylococcus aureus,65.0,2
11025,escherichia coli,512.0,1
11025,pseudomonas aeruginosa,512.0,1
11025,klebsiella pneumoniae,512.0,1
11026,staphylococcus aureus,33.0,2
11026,escherichia coli,512.0,1
11026,pseudomonas aeruginosa,512.0,1
11026,klebsiella pneumoniae,512.0,1
11027,escherichia coli,6.0,2
11027,pseudomonas aeruginosa,5.333333333333333,3
11027,klebsiella pneumoniae,4.0,1
11027,bacillus subtilis,4.666666666666667,3
11027,staphylococcus aureus,4.333333333333333,3
11028,escherichia coli,6.25,1
11028,klebsiella pneumoniae,12.5,1
11028,pseudomonas aeruginosa,12.5,1
11028,staphylococcus aureus,25.0,1
11028,staphylococcus epidermidis,25.0,1
11031,escherichia coli,150.0,1
11032,staphylococcus aureus,17.5,1
11032,escherichia coli,5.5,1
11035,escherichia coli,37.5,1
11036,staphylococcus aureus,5.1,1
11036,escherichia coli,5.5,1
11040,staphylococcus aureus,5.333333333333333,3
11040,escherichia coli,16.0,1
11040,pseudomonas aeruginosa,512.0,2
11041,staphylococcus aureus,0.39,1
11041,escherichia coli,3.12,1
11041,pseudomonas aeruginosa,3.12,1
11042,staphylococcus aureus,0.78,1
11042,escherichia coli,25.0,1
11042,pseudomonas aeruginosa,6.25,1
11043,staphylococcus aureus,400.0,1
11043,escherichia coli,400.0,1
11043,pseudomonas aeruginosa,400.0,1
11044,staphylococcus aureus,100.0,1
11044,escherichia coli,75.0,1
11044,pseudomonas aeruginosa,100.0,1
11045,staphylococcus aureus,18.75,1
11045,escherichia coli,25.0,1
11045,pseudomonas aeruginosa,50.0,1
11046,staphylococcus aureus,4.6875,1
11046,escherichia coli,9.375,1
11046,pseudomonas aeruginosa,18.75,1
11047,staphylococcus aureus,6.25,1
11047,escherichia coli,37.5,1
11047,pseudomonas aeruginosa,50.0,1
11048,staphylococcus aureus,6.25,1
11048,escherichia coli,37.5,1
11048,pseudomonas aeruginosa,25.0,1
11049,staphylococcus aureus,50.0,1
11049,escherichia coli,200.0,1
11049,pseudomonas aeruginosa,200.0,1
11050,staphylococcus aureus,6.25,1
11050,escherichia coli,25.0,1
11050,pseudomonas aeruginosa,50.0,1
11051,staphylococcus aureus,6.25,1
11051,escherichia coli,25.0,1
11051,pseudomonas aeruginosa,100.0,1
11052,staphylococcus aureus,2.929375,4
11052,staphylococcus epidermidis,4.6875,1
11052,escherichia coli,8.333333333333334,3
11052,pseudomonas aeruginosa,18.75,2
11052,bacillus subtilis,3.125,1
11052,klebsiella pneumoniae,75.0,2
11053,staphylococcus aureus,4.6875,1
11053,escherichia coli,25.0,1
11053,pseudomonas aeruginosa,25.0,1
11054,staphylococcus aureus,5.46875,4
11054,staphylococcus epidermidis,3.125,1
11054,escherichia coli,14.583333333333334,3
11054,pseudomonas aeruginosa,18.75,2
11054,bacillus subtilis,3.125,1
11054,klebsiella pneumoniae,100.0,2
11055,staphylococcus aureus,2.8641666666666663,3
11055,staphylococcus epidermidis,2.3425,1
11055,escherichia coli,18.75,2
11055,pseudomonas aeruginosa,25.0,1
11055,bacillus subtilis,1.56,1
11055,klebsiella pneumoniae,100.0,2
11056,staphylococcus aureus,6.25,1
11056,escherichia coli,25.0,1
11056,pseudomonas aeruginosa,25.0,1
11057,staphylococcus aureus,6.25,2
11057,escherichia coli,12.5,2
11057,pseudomonas aeruginosa,18.75,2
11058,staphylococcus aureus,2.8641666666666663,3
11058,staphylococcus epidermidis,2.3425,1
11058,escherichia coli,18.75,2
11058,pseudomonas aeruginosa,12.5,1
11058,bacillus subtilis,1.56,1
11058,klebsiella pneumoniae,25.0,2
11059,staphylococcus aureus,3.32,4
11059,staphylococcus epidermidis,3.125,1
11059,escherichia coli,16.666666666666668,3
11059,pseudomonas aeruginosa,18.75,2
11059,bacillus subtilis,1.56,1
11059,klebsiella pneumoniae,75.0,2
11060,staphylococcus aureus,3.6458333333333335,3
11060,staphylococcus epidermidis,4.6875,1
11060,escherichia coli,10.9375,2
11060,pseudomonas aeruginosa,9.375,1
11060,bacillus subtilis,4.6875,1
11060,klebsiella pneumoniae,37.5,2
11061,staphylococcus aureus,3.6458333333333335,3
11061,staphylococcus epidermidis,4.6875,1
11061,escherichia coli,12.5,2
11061,pseudomonas aeruginosa,12.5,1
11061,bacillus subtilis,3.125,1
11061,klebsiella pneumoniae,56.25,2
11062,escherichia coli,0.55,2
11062,staphylococcus aureus,20.45,2
11063,escherichia coli,0.2,2
11063,staphylococcus aureus,20.3,2
11064,escherichia coli,21.25,2
11064,staphylococcus aureus,40.0,2
11065,escherichia coli,37.0,1
11065,pseudomonas aeruginosa,37.0,1
11065,bacillus subtilis,37.0,1
11065,staphylococcus aureus,37.0,1
11066,pseudomonas aeruginosa,512.0,1
11066,staphylococcus aureus,256.0,2
11067,escherichia coli,128.0,2
11067,pseudomonas aeruginosa,128.0,2
11067,staphylococcus aureus,128.0,2
11068,escherichia coli,96.0,2
11068,pseudomonas aeruginosa,128.0,2
11068,staphylococcus aureus,24.0,2
11069,escherichia coli,12.0,2
11069,pseudomonas aeruginosa,8.0,2
11069,staphylococcus aureus,6.0,2
11070,escherichia coli,12.0,2
11070,pseudomonas aeruginosa,8.0,2
11070,staphylococcus aureus,8.0,2
11080,klebsiella pneumoniae,128.0,4
11080,pseudomonas aeruginosa,128.0,4
11080,escherichia coli,40.0,2
11080,staphylococcus aureus,128.0,6
11081,bacillus subtilis,4.0,1
11081,staphylococcus aureus,64.0,1
11081,escherichia coli,64.0,1
11081,pseudomonas aeruginosa,64.0,1
11082,bacillus subtilis,2.0,1
11082,staphylococcus aureus,64.0,1
11082,escherichia coli,64.0,1
11082,pseudomonas aeruginosa,64.0,1
11084,staphylococcus aureus,2.75,3
11084,escherichia coli,1.71875,2
11084,pseudomonas aeruginosa,4.375,2
11088,staphylococcus aureus,0.3125,3
11088,escherichia coli,1.3275000000000001,2
11088,pseudomonas aeruginosa,5.833333333333333,3
11089,escherichia coli,64.0,5
11089,pseudomonas aeruginosa,64.0,5
11089,klebsiella pneumoniae,64.0,1
11090,escherichia coli,64.0,5
11090,pseudomonas aeruginosa,64.0,5
11090,klebsiella pneumoniae,64.0,1
11091,escherichia coli,21.6,5
11091,pseudomonas aeruginosa,64.0,5
11091,klebsiella pneumoniae,64.0,1
11092,escherichia coli,8.8,5
11092,pseudomonas aeruginosa,64.0,5
11092,klebsiella pneumoniae,16.0,1
11093,escherichia coli,11.0,5
11093,pseudomonas aeruginosa,64.0,5
11093,klebsiella pneumoniae,64.0,1
11094,escherichia coli,19.2,5
11094,pseudomonas aeruginosa,64.0,5
11094,klebsiella pneumoniae,64.0,1
11095,escherichia coli,2.4,5
11095,pseudomonas aeruginosa,41.6,5
11095,klebsiella pneumoniae,32.0,1
11096,escherichia coli,1.6,5
11096,pseudomonas aeruginosa,30.4,5
11096,klebsiella pneumoniae,8.0,1
11097,escherichia coli,1.0,5
11097,pseudomonas aeruginosa,3.8,5
11097,klebsiella pneumoniae,1.0,1
11098,escherichia coli,1.4,5
11098,pseudomonas aeruginosa,3.0,5
11098,klebsiella pneumoniae,1.0,1
11099,escherichia coli,64.0,5
11099,pseudomonas aeruginosa,64.0,5
11099,klebsiella pneumoniae,64.0,1
11100,escherichia coli,64.0,5
11100,pseudomonas aeruginosa,64.0,5
11100,klebsiella pneumoniae,64.0,1
11101,escherichia coli,12.0,5
11101,pseudomonas aeruginosa,64.0,5
11101,klebsiella pneumoniae,32.0,1
11102,escherichia coli,5.0,5
11102,pseudomonas aeruginosa,57.6,5
11102,klebsiella pneumoniae,8.0,1
11103,escherichia coli,1.8,5
11103,pseudomonas aeruginosa,41.6,5
11103,klebsiella pneumoniae,16.0,1
11104,escherichia coli,1.2,5
11104,pseudomonas aeruginosa,27.2,5
11104,klebsiella pneumoniae,2.0,1
11105,escherichia coli,1.8,5
11105,pseudomonas aeruginosa,40.8,5
11105,klebsiella pneumoniae,4.0,1
11106,escherichia coli,19.2,5
11106,pseudomonas aeruginosa,64.0,5
11106,klebsiella pneumoniae,64.0,1
11107,escherichia coli,3.6,5
11107,pseudomonas aeruginosa,28.8,5
11107,klebsiella pneumoniae,8.0,1
11108,escherichia coli,2.0,5
11108,pseudomonas aeruginosa,16.8,5
11108,klebsiella pneumoniae,8.0,1
11109,escherichia coli,1.2,5
11109,pseudomonas aeruginosa,3.0,5
11109,klebsiella pneumoniae,2.0,1
11110,escherichia coli,1.4,5
11110,pseudomonas aeruginosa,3.6,5
11110,klebsiella pneumoniae,2.0,1
11111,escherichia coli,36.8,5
11111,pseudomonas aeruginosa,64.0,5
11111,klebsiella pneumoniae,64.0,1
11112,escherichia coli,9.6,5
11112,pseudomonas aeruginosa,64.0,5
11112,klebsiella pneumoniae,32.0,1
11113,staphylococcus aureus,10.0,2
11113,pseudomonas aeruginosa,12.0,1
11113,escherichia coli,64.0,1
11113,klebsiella pneumoniae,64.0,1
11114,staphylococcus aureus,12.0,1
11114,pseudomonas aeruginosa,32.0,1
11115,staphylococcus aureus,16.0,1
11115,pseudomonas aeruginosa,32.0,1
11116,staphylococcus aureus,16.0,1
11117,staphylococcus aureus,16.0,1
11117,pseudomonas aeruginosa,32.0,1
11118,staphylococcus aureus,32.0,1
11118,pseudomonas aeruginosa,8.0,1
11119,staphylococcus aureus,16.0,1
11119,pseudomonas aeruginosa,16.0,1
11120,staphylococcus aureus,16.0,1
11120,pseudomonas aeruginosa,32.0,1
11121,staphylococcus aureus,16.0,1
11121,pseudomonas aeruginosa,16.0,1
11122,staphylococcus aureus,24.0,1
11122,pseudomonas aeruginosa,64.0,1
11123,staphylococcus aureus,16.0,1
11123,pseudomonas aeruginosa,64.0,1
11124,staphylococcus aureus,32.0,1
11124,pseudomonas aeruginosa,64.0,1
11125,staphylococcus aureus,32.0,1
11125,pseudomonas aeruginosa,64.0,1
11126,staphylococcus aureus,16.0,1
11126,pseudomonas aeruginosa,24.0,1
11127,staphylococcus aureus,8.0,1
11127,pseudomonas aeruginosa,8.0,1
11128,staphylococcus aureus,12.0,1
11128,pseudomonas aeruginosa,32.0,1
11129,staphylococcus aureus,16.0,1
11129,pseudomonas aeruginosa,32.0,1
11130,staphylococcus aureus,48.0,1
11130,pseudomonas aeruginosa,64.0,1
11131,staphylococcus aureus,32.0,1
11131,pseudomonas aeruginosa,64.0,1
11132,staphylococcus aureus,48.0,1
11132,pseudomonas aeruginosa,64.0,1
11133,staphylococcus aureus,32.0,1
11133,pseudomonas aeruginosa,32.0,1
11134,staphylococcus aureus,64.0,1
11134,pseudomonas aeruginosa,64.0,1
11135,staphylococcus aureus,40.0,2
11135,pseudomonas aeruginosa,8.0,1
11135,escherichia coli,32.0,1
11135,klebsiella pneumoniae,64.0,1
11136,staphylococcus aureus,64.0,1
11136,pseudomonas aeruginosa,16.0,1
11137,staphylococcus aureus,48.0,1
11137,pseudomonas aeruginosa,8.0,1
11138,staphylococcus aureus,64.0,2
11138,pseudomonas aeruginosa,8.0,1
11138,escherichia coli,32.0,1
11138,klebsiella pneumoniae,64.0,1
11139,staphylococcus aureus,64.0,1
11139,pseudomonas aeruginosa,64.0,1
11140,staphylococcus aureus,32.0,1
11140,pseudomonas aeruginosa,32.0,1
11144,staphylococcus aureus,10.0,1
11144,escherichia coli,35.0,1
11144,pseudomonas aeruginosa,66.0,1
11145,escherichia coli,16.0,1
11145,pseudomonas aeruginosa,256.0,1
11145,staphylococcus aureus,64.0,1
11146,escherichia coli,12.0,3
11146,pseudomonas aeruginosa,12.0,2
11146,staphylococcus aureus,9.333333333333334,3
11146,klebsiella pneumoniae,24.0,1
11147,escherichia coli,64.0,1
11147,pseudomonas aeruginosa,64.0,1
11147,staphylococcus aureus,64.0,1
11148,escherichia coli,64.0,1
11148,pseudomonas aeruginosa,64.0,1
11148,staphylococcus aureus,64.0,1
11149,escherichia coli,106.66666666666667,3
11149,pseudomonas aeruginosa,192.0,2
11149,staphylococcus aureus,64.0,3
11149,klebsiella pneumoniae,128.0,1
11150,escherichia coli,8.0,1
11150,pseudomonas aeruginosa,16.0,1
11150,staphylococcus aureus,8.0,2
11151,escherichia coli,2.0,1
11151,staphylococcus aureus,12.0,2
11152,escherichia coli,512.0,1
11152,pseudomonas aeruginosa,512.0,1
11152,staphylococcus aureus,512.0,1
11153,staphylococcus aureus,16.0,1
11154,escherichia coli,12.0,1
11154,klebsiella pneumoniae,16.0,1
11155,staphylococcus aureus,12500.0,3
11155,staphylococcus epidermidis,12500.0,1
11155,pseudomonas aeruginosa,12500.0,1
11156,staphylococcus aureus,12500.0,3
11156,staphylococcus epidermidis,12500.0,1
11156,pseudomonas aeruginosa,12500.0,1
11157,escherichia coli,40.0,2
11157,pseudomonas aeruginosa,12.0,2
11157,staphylococcus aureus,40.0,2
11157,staphylococcus epidermidis,64.0,1
11157,bacillus subtilis,64.0,1
11158,escherichia coli,20.0,2
11158,pseudomonas aeruginosa,12.0,2
11158,staphylococcus aureus,16.0,2
11158,staphylococcus epidermidis,32.0,1
11158,bacillus subtilis,16.0,1
11159,escherichia coli,12.0,2
11159,pseudomonas aeruginosa,20.0,2
11159,staphylococcus aureus,12.0,2
11159,staphylococcus epidermidis,16.0,1
11159,bacillus subtilis,16.0,1
11160,escherichia coli,20.0,2
11160,pseudomonas aeruginosa,20.0,2
11160,staphylococcus aureus,20.0,2
11160,staphylococcus epidermidis,32.0,1
11160,bacillus subtilis,16.0,1
11161,escherichia coli,12.0,2
11161,pseudomonas aeruginosa,12.0,2
11161,staphylococcus aureus,12.0,2
11161,staphylococcus epidermidis,16.0,1
11161,bacillus subtilis,16.0,1
11162,escherichia coli,6.0,2
11162,pseudomonas aeruginosa,6.0,2
11162,staphylococcus aureus,6.0,2
11162,staphylococcus epidermidis,8.0,1
11162,bacillus subtilis,8.0,1
11166,escherichia coli,12.0,1
11166,pseudomonas aeruginosa,6.0,1
11166,staphylococcus epidermidis,16.0,1
11166,staphylococcus aureus,11.0,4
11166,bacillus subtilis,32.0,1
11167,escherichia coli,4.0,1
11167,pseudomonas aeruginosa,8.0,1
11167,staphylococcus epidermidis,2.0,1
11167,staphylococcus aureus,4.0,1
11178,escherichia coli,2.0,2
11178,staphylococcus aureus,6.0,2
11178,klebsiella pneumoniae,8.0,1
11178,pseudomonas aeruginosa,48.0,1
11179,escherichia coli,5.0,2
11179,staphylococcus aureus,28.0,2
11179,klebsiella pneumoniae,64.0,1
11179,pseudomonas aeruginosa,64.0,1
11180,escherichia coli,9.0,2
11180,staphylococcus aureus,128.0,2
11180,klebsiella pneumoniae,128.0,1
11180,pseudomonas aeruginosa,128.0,1
11181,staphylococcus aureus,6.67,1
11181,escherichia coli,4.0,1
11181,klebsiella pneumoniae,4.0,1
11181,pseudomonas aeruginosa,16.0,1
11182,staphylococcus aureus,32.0,1
11182,escherichia coli,32.0,1
11182,klebsiella pneumoniae,32.0,1
11182,pseudomonas aeruginosa,32.0,1
11183,staphylococcus aureus,32.0,1
11183,escherichia coli,32.0,1
11183,klebsiella pneumoniae,32.0,1
11183,pseudomonas aeruginosa,32.0,1
11184,staphylococcus aureus,32.0,1
11184,escherichia coli,32.0,1
11184,klebsiella pneumoniae,32.0,1
11184,pseudomonas aeruginosa,32.0,1
11185,staphylococcus aureus,32.0,1
11185,escherichia coli,32.0,1
11185,klebsiella pneumoniae,32.0,1
11185,pseudomonas aeruginosa,32.0,1
11188,staphylococcus aureus,20.5,2
11188,staphylococcus epidermidis,34.0,1
11188,bacillus subtilis,68.0,1
11188,escherichia coli,12.0,2
11195,escherichia coli,0.3333333333333333,3
11195,pseudomonas aeruginosa,2.0,2
11195,staphylococcus aureus,8.125,2
11195,bacillus subtilis,0.5,1
11196,escherichia coli,1.0,3
11196,pseudomonas aeruginosa,16.0,2
11196,staphylococcus aureus,8.125,2
11196,bacillus subtilis,2.0,1
11197,escherichia coli,85.33333333333333,3
11197,pseudomonas aeruginosa,128.0,2
11197,staphylococcus aureus,65.0,2
11197,bacillus subtilis,64.0,1
11198,escherichia coli,2.0,3
11198,pseudomonas aeruginosa,64.0,2
11198,staphylococcus aureus,32.25,2
11198,bacillus subtilis,2.0,1
11199,escherichia coli,21.333333333333332,3
11199,pseudomonas aeruginosa,128.0,2
11199,staphylococcus aureus,33.0,2
11199,bacillus subtilis,4.0,1
11205,escherichia coli,12.5,1
11205,pseudomonas aeruginosa,12.5,1
11205,klebsiella pneumoniae,100.0,1
11205,staphylococcus aureus,12.5,1
11206,escherichia coli,50.0,1
11206,pseudomonas aeruginosa,6.25,1
11206,klebsiella pneumoniae,100.0,1
11206,staphylococcus aureus,6.25,1
11207,escherichia coli,16.0,1
11207,staphylococcus aureus,64.0,1
11208,escherichia coli,16.0,1
11208,staphylococcus aureus,32.0,1
11209,pseudomonas aeruginosa,96.0,2
11209,staphylococcus aureus,64.0,1
11210,pseudomonas aeruginosa,112.0,2
11210,staphylococcus aureus,64.0,1
11211,pseudomonas aeruginosa,14.0,2
11211,staphylococcus aureus,32.0,1
11212,pseudomonas aeruginosa,40.0,2
11212,staphylococcus aureus,32.0,1
11213,escherichia coli,0.2,1
11213,staphylococcus epidermidis,0.025,1
11213,pseudomonas aeruginosa,2.5,1
11214,escherichia coli,25.0,1
11214,pseudomonas aeruginosa,12.5,1
11214,klebsiella pneumoniae,100.0,1
11214,staphylococcus aureus,50.0,1
11215,escherichia coli,5.333333333333333,3
11215,pseudomonas aeruginosa,39.5,2
11215,staphylococcus aureus,10.333333333333334,3
11215,staphylococcus epidermidis,4.0,1
11216,escherichia coli,333.3333333333333,3
11216,pseudomonas aeruginosa,500.0,2
11216,staphylococcus aureus,12.0,3
11216,staphylococcus epidermidis,16.0,1
11217,escherichia coli,218.66666666666666,3
11217,pseudomonas aeruginosa,265.5,2
11217,staphylococcus aureus,167.0,3
11217,staphylococcus epidermidis,63.0,1
11218,escherichia coli,500.0,3
11218,pseudomonas aeruginosa,500.0,2
11218,staphylococcus aureus,500.0,3
11218,staphylococcus epidermidis,500.0,1
11219,escherichia coli,3.0,3
11219,pseudomonas aeruginosa,12.0,2
11219,staphylococcus aureus,1.6666666666666667,3
11219,staphylococcus epidermidis,1.0,1
11220,escherichia coli,23.333333333333332,3
11220,pseudomonas aeruginosa,187.5,2
11220,staphylococcus aureus,13.666666666666666,3
11220,staphylococcus epidermidis,4.0,1
11221,escherichia coli,17.0,3
11221,pseudomonas aeruginosa,12.0,2
11221,staphylococcus aureus,5.333333333333333,3
11221,staphylococcus epidermidis,2.0,1
11222,escherichia coli,8.0,3
11222,pseudomonas aeruginosa,6.0,2
11222,staphylococcus aureus,2.6666666666666665,3
11222,staphylococcus epidermidis,1.0,1
11223,escherichia coli,11.0,3
11223,pseudomonas aeruginosa,16.0,2
11223,staphylococcus aureus,22.333333333333332,3
11223,staphylococcus epidermidis,1.0,1
11224,staphylococcus aureus,10.0,2
11224,staphylococcus epidermidis,34.0,1
11224,bacillus subtilis,68.0,1
11224,escherichia coli,18.5,2
11224,pseudomonas aeruginosa,34.0,1
11225,pseudomonas aeruginosa,10.666666666666666,3
11225,escherichia coli,10.0,4
11225,klebsiella pneumoniae,16.0,1
11225,staphylococcus aureus,85.33333333333333,3
11226,staphylococcus aureus,100.0,2
11226,escherichia coli,100.0,1
11227,escherichia coli,1.6,1
11227,pseudomonas aeruginosa,3.2,1
11227,klebsiella pneumoniae,3.2,1
11227,staphylococcus aureus,3.2,1
11227,bacillus subtilis,1.6,1
11227,staphylococcus epidermidis,1.6,1
11228,escherichia coli,12.5,1
11228,pseudomonas aeruginosa,12.5,1
11228,klebsiella pneumoniae,25.0,1
11228,staphylococcus aureus,50.0,1
11228,bacillus subtilis,6.4,1
11228,staphylococcus epidermidis,12.5,1
11229,escherichia coli,12.5,1
11229,pseudomonas aeruginosa,12.5,1
11229,klebsiella pneumoniae,25.0,1
11229,staphylococcus aureus,25.0,1
11229,bacillus subtilis,3.2,1
11229,staphylococcus epidermidis,12.5,1
11230,escherichia coli,50.0,1
11230,pseudomonas aeruginosa,50.0,1
11230,klebsiella pneumoniae,50.0,1
11230,staphylococcus aureus,50.0,1
11230,bacillus subtilis,6.4,1
11230,staphylococcus epidermidis,25.0,1
11231,escherichia coli,256.0,1
11231,staphylococcus aureus,256.0,1
11232,escherichia coli,35.0,3
11232,staphylococcus aureus,256.0,1
11232,klebsiella pneumoniae,130.0,1
11233,escherichia coli,32.0,1
11233,staphylococcus aureus,256.0,1
11234,escherichia coli,256.0,1
11234,staphylococcus aureus,256.0,1
11235,escherichia coli,32.0,1
11236,escherichia coli,64.0,1
11237,escherichia coli,256.0,1
11237,staphylococcus aureus,256.0,1
11238,escherichia coli,12.666666666666666,3
11238,klebsiella pneumoniae,20.0,2
11238,staphylococcus aureus,12.0,3
11238,pseudomonas aeruginosa,4.0,2
11239,escherichia coli,8.0,1
11239,staphylococcus aureus,64.0,1
11240,escherichia coli,3.1,1
11240,pseudomonas aeruginosa,12.5,1
11240,staphylococcus aureus,5.183333333333334,3
11240,staphylococcus epidermidis,1.6,1
11240,klebsiella pneumoniae,3.1,1
11241,escherichia coli,256.0,1
11241,staphylococcus aureus,256.0,1
11242,escherichia coli,64.0,1
11242,staphylococcus aureus,256.0,1
11243,escherichia coli,128.0,1
11243,pseudomonas aeruginosa,12.5,1
11244,escherichia coli,256.0,1
11244,staphylococcus aureus,256.0,1
11245,escherichia coli,16.0,1
11245,staphylococcus aureus,64.0,1
11246,escherichia coli,256.0,1
11246,staphylococcus aureus,256.0,1
11247,escherichia coli,256.0,1
11247,staphylococcus aureus,256.0,1
11248,escherichia coli,128.0,1
11249,escherichia coli,6.25,1
11249,pseudomonas aeruginosa,12.5,1
11249,staphylococcus aureus,5.183333333333334,3
11249,staphylococcus epidermidis,1.6,1
